,Date,NERC,Area,Disturbance,Loss,Affected Customers,Restoration Date
3646,2022-08-31 00:00:00,SERC,Florida,Vandalism,10.0,3000.0,08/31/2022
3647,2022-09-01 00:00:00,WECC,California,Severe Weather,242.0,44000.0,09/01/2022
3648,2022-09-04 00:00:00,TRE,Texas,Severe Weather,227.61758764334965,190000.0,09/06/2022
3649,2022-09-04 00:00:00,WECC,California,Cyber Event,492.8332770163392,58512.31137724551,09/05/2022
3650,2022-09-05 00:00:00,WECC,California,System Operations,492.8332770163392,58512.31137724551,09/05/2022
3651,2022-09-06 00:00:00,WECC,California,Vandalism,492.8332770163392,58512.31137724551,09/07/2022
3652,2022-09-06 00:00:00,TRE,Texas,Suspicious Activity,227.61758764334965,75034.07073954983,09/06/2022
3653,2022-09-06 00:00:00,WECC,California,System Operations,492.8332770163392,58512.31137724551,09/06/2022
3654,2022-09-06 00:00:00,WECC,California,Severe Weather,272.0,44000.0,09/06/2022
3655,2022-09-06 00:00:00,WECC,Oregon,System Operations,17.359215826019042,4712.045454545455,09/06/2022
3656,2022-09-06 00:00:00,WECC,Nevada,System Operations,8800.0,1300000.0,09/06/2022
3657,2022-09-07 00:00:00,SERC,Florida,Cyber Event,227.50106613533714,37765.944444444445,09/07/2022
3658,2022-09-07 00:00:00,WECC,California,System Operations,492.8332770163392,58512.31137724551,09/07/2022
3659,2022-09-07 00:00:00,WECC,California,Vandalism,492.8332770163392,58512.31137724551,Unknown
3660,2022-09-07 00:00:00,WECC,Nevada,System Operations,8600.0,1300000.0,09/07/2022
3661,2022-09-07 00:00:00,WECC,California,Severe Weather,257.0,44000.0,09/07/2022
3662,2022-09-08 00:00:00,WECC,California,System Operations,492.8332770163392,58512.31137724551,09/09/2022
3663,2022-09-08 00:00:00,WECC,California,Severe Weather,258.0,44000.0,09/08/2022
3664,2022-09-08 00:00:00,WECC,Nevada,System Operations,8250.0,1300000.0,09/08/2022
3665,2022-09-09 00:00:00,WECC,California,Severe Weather,257.0,44000.0,09/09/2022
3666,2022-09-10 00:00:00,RF,Indiana,Suspicious Activity,718.7640399541507,12165.0,09/10/2022
3667,2022-09-11 00:00:00,TRE,Texas,Transmission Interruption,227.61758764334965,75034.07073954983,09/11/2022
3668,2022-09-13 00:00:00,TRE,Texas,Severe Weather,227.61758764334965,75034.07073954983,09/13/2022
3669,2022-09-15 00:00:00,TRE,Texas,Transmission Interruption,227.61758764334965,75034.07073954983,09/15/2022
3670,2022-09-16 00:00:00,WECC,Washington,Transmission Interruption,271.4139681316148,55748.43961352657,09/16/2022
3671,2022-09-16 00:00:00,WECC,Utah,Suspicious Activity,131.05445040885473,9238.970149253732,09/16/2022
3673,2022-09-22 00:00:00,SERC,Florida,Vandalism,227.50106613533714,37765.944444444445,09/22/2022
3674,2022-09-22 00:00:00,WECC,California,Vandalism,1.0,58512.31137724551,09/22/2022
3675,2022-09-23 00:00:00,WECC,California,Vandalism,2.0,58512.31137724551,09/23/2022
3676,2022-09-27 00:00:00,WECC,California,Vandalism,1.0,58512.31137724551,09/27/2022
3677,2022-09-28 00:00:00,SERC,Florida,Severe Weather,227.50106613533714,676000.0,10/03/2022
3678,2022-09-28 00:00:00,SERC,Florida,Severe Weather,1000.0,116937.0,09/30/2022
3679,2022-09-28 00:00:00,SERC,Florida,Severe Weather,750.0,291361.0,Unknown
3680,2022-09-29 00:00:00,SERC,Florida,Severe Weather,227.50106613533714,37765.944444444445,10/03/2022
3681,2022-09-29 00:00:00,SERC,Florida,Severe Weather,150.0,15797.0,Unknown
3682,2022-09-30 00:00:00,SERC,South Carolina,Severe Weather,4598.028909817714,154100.0,10/01/2022
3683,2022-09-30 00:00:00,SERC,South Carolina,Severe Weather,4598.028909817714,108930.0,09/30/2022
3684,2022-09-30 00:00:00,SERC,North Carolina,Severe Weather,294.72639258283976,48323.0,10/01/2022
3685,2022-09-30 00:00:00,WECC,California,Vandalism,2.0,58512.31137724551,09/30/2022
3687,2022-10-03 00:00:00,WECC,California,Vandalism,1.0,58512.31137724551,10/03/2022
3690,2022-10-13 00:00:00,WECC,California,Vandalism,1.0,58512.31137724551,10/13/2022
3693,2022-10-15 00:00:00,WECC,Arizona,System Operations,140.56575457814358,11390.25,10/15/2022
3694,2022-10-15 00:00:00,SERC,Louisiana,System Operations,69.0,16225.0,10/18/2022
3697,2022-10-24 00:00:00,NPCC,Massachusetts,Cyber Event,16.370022732034833,37383.10344827586,10/28/2022
3699,2022-10-25 00:00:00,TRE,Texas,System Operations,227.61758764334965,109865.0,10/25/2022
3700,2022-10-26 00:00:00,TRE,Texas,System Operations,227.61758764334965,75034.07073954983,10/26/2022
3701,2022-10-27 00:00:00,SERC,Arkansas,Vandalism,47.25946382651001,27725.25,10/27/2022
3702,2022-10-28 00:00:00,WECC,California,Vandalism,2.0,58512.31137724551,10/28/2022
3704,2022-11-02 00:00:00,TRE,Texas,Suspicious Activity,227.61758764334965,75034.07073954983,11/02/2022
3705,2022-11-03 00:00:00,WECC,Washington,Transmission Interruption,271.4139681316148,55748.43961352657,11/03/2022
3706,2022-11-04 00:00:00,WECC,Washington,Severe Weather,271.4139681316148,214000.0,11/07/2022
3707,2022-11-05 00:00:00,RF,Michigan,Severe Weather,485.892120885498,158450.0,11/08/2022
3708,2022-11-05 00:00:00,RF,Michigan,Severe Weather,485.892120885498,53000.0,Unknown
3710,2022-11-08 00:00:00,TRE,Texas,Transmission Interruption,227.61758764334965,75034.07073954983,11/08/2022
3711,2022-11-10 00:00:00,SERC,Arkansas,Generation Inadequacy,47.25946382651001,27725.25,11/10/2022
3712,2022-11-10 00:00:00,SERC,Florida,Severe Weather,227.50106613533714,160000.0,11/11/2022
3713,2022-11-11 00:00:00,WECC,California,Vandalism,492.8332770163392,58512.31137724551,11/11/2022
3714,2022-11-11 00:00:00,RF,Ohio,Vandalism,7.0,1775.0,11/14/2022
3715,2022-11-15 00:00:00,NPCC,Massachusetts,System Operations,16.370022732034833,37383.10344827586,11/15/2022
3716,2022-11-15 00:00:00,WECC,Wyoming,Vandalism,112.9106963937456,97896.36782847586,11/15/2022
3717,2022-11-18 00:00:00,WECC,Washington,Vandalism,3.0,1454.0,11/18/2022
3718,2022-11-22 00:00:00,NPCC,Maine,System Operations,5.698226656772256,16419.975609756097,11/22/2022
3719,2022-11-23 00:00:00,TRE,Texas,Suspicious Activity,227.61758764334965,75034.07073954983,11/23/2022
3720,2022-11-23 00:00:00,WECC,Washington,Vandalism,271.4139681316148,55748.43961352657,11/23/2022
3721,2022-11-23 00:00:00,RF,Michigan,System Operations,485.892120885498,100242.0985915493,11/23/2022
3722,2022-11-23 00:00:00,RF,Pennsylvania,Cyber Event,148.56996722614406,56300.70909090909,Unknown
3723,2022-11-24 00:00:00,WECC,Oregon,Vandalism,17.359215826019042,4712.045454545455,11/24/2022
3724,2022-11-25 00:00:00,WECC,California,Vandalism,492.8332770163392,58512.31137724551,11/25/2022
3725,2022-11-27 00:00:00,RF,Maryland,Transmission Interruption,190.0,87500.0,11/27/2022
3726,2022-11-28 00:00:00,WECC,Oregon,Vandalism,17.359215826019042,6337.0,11/28/2022
3727,2022-11-30 00:00:00,NPCC,Vermont,Severe Weather,113.0,113000.0,12/02/2022
3728,2022-11-30 00:00:00,NPCC,New York,System Operations,218.33384717844993,54921.72173913044,11/30/2022
3729,2022-11-30 00:00:00,SERC,Mississippi,Severe Weather,386.0,54110.0,11/30/2022
3730,2022-12-03 00:00:00,SERC,North Carolina,Vandalism,99.0,45000.0,Unknown
3731,2022-12-05 00:00:00,RF,Pennsylvania,Suspicious Activity,148.56996722614406,56300.70909090909,12/05/2022
3732,2022-12-05 00:00:00,NPCC,New York,Vandalism,218.33384717844993,54921.72173913044,12/05/2022
3733,2022-12-06 00:00:00,WECC,California,Suspicious Activity,492.8332770163392,58512.31137724551,Unknown
3734,2022-12-06 00:00:00,SERC,Kentucky,Vandalism,40.01083712953746,20548.62962962963,12/06/2022
3735,2022-12-06 00:00:00,SERC,Georgia,Suspicious Activity,1495.8704706470123,66990.77192982456,12/06/2022
3736,2022-12-06 00:00:00,SERC,Georgia,Suspicious Activity,1495.8704706470123,66990.77192982456,12/06/2022
3737,2022-12-06 00:00:00,RF,Ohio,Suspicious Activity,2600.0,33853.63043478261,Unknown
3738,2022-12-06 00:00:00,RF,Pennsylvania,Suspicious Activity,1883.0,56300.70909090909,12/06/2022
3740,2022-12-07 00:00:00,SERC,South Carolina,Suspicious Activity,4598.028909817714,130797.42028985507,12/07/2022
3741,2022-12-08 00:00:00,RF,Indiana,Suspicious Activity,736.6141056834822,12165.0,Unknown
3742,2022-12-10 00:00:00,NPCC,Massachusetts,Transmission Interruption,16.370022732034833,37383.10344827586,12/10/2022
3743,2022-12-10 00:00:00,SERC,Missouri,Suspicious Activity,82.32797873704556,36113.92682926829,12/12/2022
3744,2022-12-13 00:00:00,WECC,Washington,Vandalism,10.0,583.0,12/14/2022
3745,2022-12-14 00:00:00,SERC,Florida,System Operations,227.50106613533714,37765.944444444445,12/14/2022
3746,2022-12-14 00:00:00,RF,Indiana,Vandalism,741.9297245079814,12165.0,Unknown
3747,2022-12-14 00:00:00,WECC,Montana,Suspicious Activity,14.01763757565975,98006.86034295495,Unknown
3748,2022-12-15 00:00:00,WECC,Utah,Vandalism,131.05445040885473,9238.970149253732,12/15/2022
3749,2022-12-16 00:00:00,NPCC,Vermont,Severe Weather,72.8917153934307,36600.0,12/18/2022
3750,2022-12-17 00:00:00,TRE,Texas,Suspicious Activity,227.61758764334965,75034.07073954983,12/17/2022
3751,2022-12-22 00:00:00,SERC,Tennessee,Transmission Interruption,3200.0,49784.83870967742,12/25/2022
3752,2022-12-22 00:00:00,TRE,Texas,System Operations,227.61758764334965,75034.07073954983,12/22/2022
3753,2022-12-23 00:00:00,TRE,Texas,Suspicious Activity,227.61758764334965,75034.07073954983,12/23/2022
3754,2022-12-23 00:00:00,NPCC,New York,Severe Weather,218.33384717844993,57000.0,Unknown
3755,2022-12-23 00:00:00,NPCC,Vermont,Severe Weather,72.8917153934307,500000.0,Unknown
3756,2022-12-23 00:00:00,SERC,North Carolina,Severe Weather,294.72639258283976,66519.0,12/23/2022
3757,2022-12-23 00:00:00,SERC,South Carolina,Severe Weather,4598.028909817714,108900.0,12/23/2022
3758,2022-12-23 00:00:00,SERC,Tennessee,Severe Weather,251.62413084738048,49784.83870967742,Unknown
3759,2022-12-23 00:00:00,SERC,Mississippi,Severe Weather,236.0,33010.0,12/23/2022
3760,2022-12-23 00:00:00,SERC,Missouri,Severe Weather,82.32797873704556,36113.92682926829,12/23/2022
3761,2022-12-24 00:00:00,SERC,South Carolina,Severe Weather,4615.0,17600.0,12/25/2022
3762,2022-12-24 00:00:00,SERC,North Carolina,System Operations,960.0,130000.0,12/24/2022
3763,2022-12-24 00:00:00,SERC,South Carolina,Severe Weather,1000.0,295000.0,12/24/2022
3764,2022-12-24 00:00:00,SERC,Mississippi,Severe Weather,160.0,22436.0,12/24/2022
3765,2022-12-25 00:00:00,WECC,Washington,Vandalism,32.0,13500.0,12/25/2022
3766,2022-12-25 00:00:00,WECC,Washington,Vandalism,14.0,8000.0,12/25/2022
3767,2022-12-26 00:00:00,WECC,Washington,Vandalism,271.4139681316148,55748.43961352657,12/26/2022
3768,2022-12-26 00:00:00,WECC,Washington,Severe Weather,271.4139681316148,230000.0,12/28/2022
3769,2022-12-27 00:00:00,WECC,Washington,Vandalism,271.4139681316148,55748.43961352657,12/27/2022
3770,2022-12-27 00:00:00,WECC,California,Vandalism,492.8332770163392,58512.31137724551,12/27/2022
3771,2022-12-27 00:00:00,WECC,Oregon,Severe Weather,17.359215826019042,83060.0,Unknown
3772,2022-12-27 00:00:00,WECC,Washington,Severe Weather,11.0,11600.0,12/27/2022
3773,2022-12-27 00:00:00,WECC,California,Suspicious Activity,492.8332770163392,58512.31137724551,12/29/2022
3774,2022-12-27 00:00:00,WECC,California,Vandalism,492.8332770163392,58512.31137724551,12/27/2022
3775,2022-12-29 00:00:00,WECC,Washington,Vandalism,271.4139681316148,55748.43961352657,12/29/2022
3776,2022-12-29 00:00:00,RF,Ohio,Vandalism,2600.0,33853.63043478261,Unknown
3777,2022-12-30 00:00:00,WECC,Oregon,Transmission Interruption,17.359215826019042,4712.045454545455,12/30/2022
3778,2022-12-30 00:00:00,MRO,Washington,Transmission Interruption,39.2493852118473,36850.0,Unknown
3779,2022-12-31 00:00:00,WECC,Nevada,Severe Weather,2657.17670377655,3500.0,01/03/2023
3780,2022-12-31 00:00:00,WECC,California,Severe Weather,492.8332770163392,161000.0,01/01/2023
3781,2023-01-01 00:00:00,WECC,California,Vandalism,492.8332770163392,58512.31137724551,01/01/2023
3782,2023-01-01 00:00:00,WECC,California,System Operations,492.8332770163392,58512.31137724551,01/01/2023
3783,2023-01-01 00:00:00,SERC,Florida,Vandalism,19.0,3509.0,01/01/2023
3784,2023-01-02 00:00:00,TRE,Texas,Vandalism,227.61758764334965,75034.07073954983,01/03/2023
3785,2023-01-02 00:00:00,WECC,New Mexico,Vandalism,432.0,11874.25,01/02/2023
3786,2023-01-02 00:00:00,SERC,Louisiana,Severe Weather,20.0,6849.0,01/02/2023
3787,2023-01-03 00:00:00,RF,Michigan,Vandalism,485.892120885498,100242.0985915493,01/03/2023
3788,2023-01-05 00:00:00,SERC,Louisiana,Transmission Interruption,23.0,1631.0,01/05/2023
3789,2023-01-05 00:00:00,WECC,Washington,Suspicious Activity,271.4139681316148,55748.43961352657,01/05/2023
3790,2023-01-06 00:00:00,RF,Ohio,Suspicious Activity,333.98545180267575,33853.63043478261,01/06/2023
3791,2023-01-07 00:00:00,WECC,California,Severe Weather,458.0,185434.0,01/08/2023
3792,2023-01-07 00:00:00,TRE,Texas,Transmission Interruption,20.0,9823.0,01/08/2023
3793,2023-01-08 00:00:00,TRE,Texas,Vandalism,227.61758764334965,75034.07073954983,01/08/2023
3794,2023-01-12 00:00:00,WECC,California,Suspicious Activity,492.8332770163392,58512.31137724551,Unkonwn
3795,2023-01-12 00:00:00,SERC,Georgia,Severe Weather,1158.0,162000.0,01/13/2023
3796,2023-01-12 00:00:00,WECC,Washington,Vandalism,271.4139681316148,55748.43961352657,01/12/2023
3797,2023-01-13 00:00:00,TRE,Texas,Suspicious Activity,227.61758764334965,75034.07073954983,01/13/2023
3798,2023-01-19 00:00:00,SERC,South Carolina,Suspicious Activity,4598.028909817714,130797.42028985507,01/19/2023
3799,2023-01-20 00:00:00,RF,Michigan,Vandalism,485.892120885498,100242.0985915493,Unknown
3800,2023-01-23 00:00:00,NPCC,Vermont,Severe Weather,72.8917153934307,41000.0,01/24/2023
3801,2023-01-23 00:00:00,WECC,California,Suspicious Activity,492.8332770163392,58512.31137724551,Unknown
3802,2023-01-23 00:00:00,WECC,California,Suspicious Activity,492.8332770163392,58512.31137724551,Unknown
3803,2023-01-24 00:00:00,SERC,Louisiana,Vandalism,120.93986388353828,25521.73846153846,01/24/2023
3804,2023-01-24 00:00:00,NPCC,New York,Suspicious Activity,218.33384717844993,54921.72173913044,01/24/2023
3805,2023-01-24 00:00:00,TRE,Texas,Severe Weather,227.61758764334965,100731.0,01/26/2023
3806,2023-01-25 00:00:00,WECC,Washington,Vandalism,271.4139681316148,55748.43961352657,01/26/2023
3807,2023-01-25 00:00:00,TRE,Texas,Suspicious Activity,227.61758764334965,75034.07073954983,01/25/2023
3808,2023-01-25 00:00:00,SERC,Texas,Severe Weather,2963.668405011457,60958.0,01/25/2023
3809,2023-01-26 00:00:00,WECC,Washington,Vandalism,271.4139681316148,55748.43961352657,01/26/2023
3811,2023-01-29 00:00:00,SERC,Kentucky,System Operations,40.01083712953746,20548.62962962963,01/29/2023
3812,2023-01-30 00:00:00,MRO,Minnesota,Suspicious Activity,193.87276762299862,26829.72972972973,Unknown
3813,2023-01-31 00:00:00,TRE,Texas,Severe Weather,227.61758764334965,360000.0,02/06/2023
3814,2023-02-01 00:00:00,TRE,Texas,Severe Weather,370.0,173879.0,02/04/2023
3815,2023-02-02 00:00:00,WECC,Colorado,Vandalism,19.38439024748377,9019.057142857142,02/03/2023
3816,2023-02-02 00:00:00,RF,Pennsylvania,Suspicious Activity,148.56996722614406,56300.70909090909,Unknown
3817,2023-02-02 00:00:00,SERC,Texas,Severe Weather,2963.668405011457,74426.0,02/02/2023
3818,2023-02-02 00:00:00,RF,Maryland,Suspicious Activity,134.8943673947547,39661.69565217391,02/02/2023
3819,2023-02-03 00:00:00,WECC,Wyoming,Vandalism,112.9106963937456,98117.47734108471,02/03/2023
3820,2023-02-04 00:00:00,RF,Ohio,Vandalism,2000.0,33853.63043478261,02/04/2023
3821,2023-02-06 00:00:00,SERC,Florida,System Operations,227.50106613533714,37765.944444444445,02/06/2023
3822,2023-02-06 00:00:00,RF,Maryland,Suspicious Activity,134.8943673947547,39661.69565217391,02/06/2023
3823,2023-02-07 00:00:00,MRO,Wisconsin,System Operations,81.56188381985727,27010.277777777777,02/07/2023
3824,2023-02-07 00:00:00,SERC,Illinois,Suspicious Activity,31.150305723688334,84347.11111111111,02/07/2023
3825,2023-02-07 00:00:00,NPCC,New York,Suspicious Activity,218.33384717844993,54921.72173913044,Unknown
3826,2023-02-08 00:00:00,RF,Pennsylvania,Suspicious Activity,148.56996722614406,56300.70909090909,02/08/2023
3827,2023-02-11 00:00:00,TRE,Texas,Transmission Interruption,227.61758764334965,75034.07073954983,02/11/2023
3828,2023-02-13 00:00:00,WECC,California,Suspicious Activity,492.8332770163392,58512.31137724551,02/14/2023
3829,2023-02-13 00:00:00,MRO,Wisconsin,Vandalism,81.56188381985727,27010.277777777777,02/13/2023
3830,2023-02-15 00:00:00,SERC,Florida,Suspicious Activity,227.50106613533714,37765.944444444445,02/15/2023
3831,2023-02-18 00:00:00,MRO,Oklahoma,Suspicious Activity,77.87576430922083,22759.555555555555,02/18/2023
3832,2023-02-19 00:00:00,WECC,California,Vandalism,492.8332770163392,58512.31137724551,02/19/2023
3833,2023-02-21 00:00:00,TRE,Texas,Cyber Event,227.61758764334965,75034.07073954983,Unknown
3834,2023-02-21 00:00:00,SERC,Florida,Transmission Interruption,227.50106613533714,37765.944444444445,02/21/2023
3835,2023-02-21 00:00:00,SERC,Florida,Vandalism,227.50106613533714,2547.0,02/21/2023
3836,2023-02-22 00:00:00,RF,Michigan,Severe Weather,485.892120885498,261043.0,02/25/2023
3837,2023-02-22 00:00:00,RF,Michigan,Severe Weather,6200.0,623358.0,Unknown
3838,2023-02-22 00:00:00,MRO,South Dakota,Suspicious Activity,133.27538495011885,10002.0,02/22/2023
3839,2023-02-23 00:00:00,MRO,Wisconsin,Severe Weather,143.0,57000.0,02/23/2023
3840,2023-02-23 00:00:00,WECC,Colorado,System Operations,19.38439024748377,9019.057142857142,02/23/2023
3841,2023-02-24 00:00:00,SERC,Florida,Suspicious Activity,227.50106613533714,37765.944444444445,02/24/2023
3842,2023-02-25 00:00:00,WECC,California,Severe Weather,492.8332770163392,153555.0,02/26/2023
3843,2023-02-26 00:00:00,SERC,North Carolina,Vandalism,294.72639258283976,75850.97619047618,02/26/2023
3844,2023-02-27 00:00:00,RF,Michigan,Severe Weather,485.892120885498,76000.0,02/27/2023
3845,2023-02-28 00:00:00,MRO,Wisconsin,Vandalism,14.0,27010.277777777777,02/28/2023
3846,2023-03-01 00:00:00,MRO,Indiana,System Operations,425.8478783919083,48294.9691514487,03/01/2023
3847,2023-03-02 00:00:00,TRE,Texas,Severe Weather,227.61758764334965,470000.0,03/04/2023
3849,2023-03-03 00:00:00,SERC,Mississippi,System Operations,38.0,12014.0,03/03/2023
3850,2023-03-03 00:00:00,TRE,Texas,Suspicious Activity,227.61758764334965,75034.07073954983,03/03/2023
3851,2023-03-03 00:00:00,SERC,Washington,Severe Weather,51518137.063607045,346000.0,Unknown
3852,2023-03-03 00:00:00,RF,Ohio,Severe Weather,333.98545180267575,57186.0,03/03/2023
3853,2023-03-03 00:00:00,SERC,Tennessee,Severe Weather,251.62413084738048,115000.0,03/04/2023
3854,2023-03-03 00:00:00,RF,Michigan,Severe Weather,485.892120885498,200000.0,03/05/2023
3855,2023-03-03 00:00:00,SERC,Mississippi,Severe Weather,346.0,48384.0,03/03/2023
3856,2023-03-03 00:00:00,SERC,Washington,Severe Weather,51681062.29792327,83166.66666666667,Unknown
3857,2023-03-04 00:00:00,SERC,Louisiana,Transmission Interruption,965.0,33.0,03/04/2023
3858,2023-03-04 00:00:00,SERC,Louisiana,Transmission Interruption,800.0,25521.73846153846,03/04/2023
3859,2023-03-05 00:00:00,SERC,Georgia,Suspicious Activity,1495.8704706470123,66990.77192982456,03/06/2023
3860,2023-03-05 00:00:00,RF,West Virginia,Vandalism,318.8325409365747,50584.35294117647,03/06/2023
3861,2023-03-06 00:00:00,SERC,Virginia,Vandalism,1.0,123193.76595744681,03/06/2023
3862,2023-03-07 00:00:00,TRE,Texas,Vandalism,227.61758764334965,75034.07073954983,03/07/2023
3863,2023-03-07 00:00:00,TRE,Texas,Vandalism,227.61758764334965,75034.07073954983,03/07/2023
